,breed,type.x,contact_state,State_Full,state,# of non-kill shelters,# of shelters, % big dog friendly rentals, %small dog friendly rentals,% dog owners
24508,American Bulldog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24509,Australian Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24510,American Bulldog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24511,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24512,Dachshund,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24513,Dachshund,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24514,Yellow Labrador Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24515,Hound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24516,Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24517,American Bulldog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24518,Greyhound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24519,Shepherd,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24520,Black Mouth Cur,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24521,Labrador Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24522,Jack Russell Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24523,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24524,American Staffordshire Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24525,Labrador Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24526,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24527,American Staffordshire Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24528,Black Mouth Cur,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24529,American Staffordshire Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24530,Labrador Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24531,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24532,Australian Shepherd,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24533,Labrador Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24534,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24535,Greyhound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24536,Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24537,English Bulldog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24538,Greyhound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24539,Greyhound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24540,Boxer,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24541,Labrador Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24542,Shih Tzu,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24543,Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24544,Shih Tzu,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24545,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24546,Boxer,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24547,American Staffordshire Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24548,Black Mouth Cur,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24549,Australian Shepherd,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24550,Boxer,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24551,Basset Hound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24552,Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24553,Boxer,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24554,Labrador Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24555,German Shorthaired Pointer,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24556,Boxer,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24557,American Bulldog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24558,Black Mouth Cur,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24559,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24560,German Shepherd Dog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24561,Husky,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24562,Boxer,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24563,Basset Hound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24564,Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24565,Hound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24566,Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24567,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24568,American Staffordshire Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24569,Boxer,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24570,Shar-Pei,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24571,American Bulldog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24572,Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24573,Boxer,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24574,Doberman Pinscher,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24575,Doberman Pinscher,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24576,German Shepherd Dog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24577,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24578,Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24579,Boxer,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24580,American Staffordshire Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24581,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24582,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24583,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24584,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24585,Golden Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24586,Black Mouth Cur,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24587,German Shepherd Dog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24588,American Bulldog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24589,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24590,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24591,Great Pyrenees,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24592,Foxhound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24593,Catahoula Leopard Dog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24594,Labrador Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24595,Australian Cattle Dog / Blue Heeler,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24596,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24597,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24598,German Shepherd Dog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24599,English Coonhound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24600,Staffordshire Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24601,Boxer,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24602,Basset Hound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24603,Collie,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24604,Labrador Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24605,Staffordshire Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24606,American Staffordshire Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24607,Hound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24608,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24609,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24610,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24611,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24612,Dachshund,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24613,Dachshund,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24614,German Shepherd Dog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24615,Hound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24616,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24617,Dachshund,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24618,Dachshund,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24619,Pug,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24620,Rottweiler,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24621,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24622,Wire Fox Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24623,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24624,Shar-Pei,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24625,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24626,Pekingese,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24627,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24628,Boxer,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24629,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24630,American Bulldog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24631,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24632,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24633,Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24634,Beagle,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24635,Rottweiler,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24636,Labrador Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24637,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24638,Pointer,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24639,Shih Tzu,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24640,Redbone Coonhound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24641,Labrador Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24642,English Bulldog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24643,Beagle,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24644,Shih Tzu,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24645,French Bulldog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24646,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24647,American Staffordshire Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24648,American Staffordshire Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24649,American Staffordshire Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24650,Dachshund,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24651,Catahoula Leopard Dog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24652,Pug,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24653,Hound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24654,American Bulldog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24655,Pointer,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24656,Beagle,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24657,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24658,Dachshund,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24659,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24660,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24661,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24662,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24663,German Shepherd Dog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24664,Staffordshire Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24665,Golden Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24666,White German Shepherd,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24667,Miniature Pinscher,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24668,Rat Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24669,Catahoula Leopard Dog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24670,Boxer,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24671,Catahoula Leopard Dog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24672,Black Mouth Cur,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24673,Australian Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24674,Beagle,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24675,Shepherd,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24676,English Bulldog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24677,Hound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24678,Catahoula Leopard Dog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24679,German Shepherd Dog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24680,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24681,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24682,Labrador Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24683,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24684,Shih Tzu,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24685,Labrador Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24686,German Shepherd Dog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24687,Boxer,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24688,Rottweiler,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24689,Shepherd,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24690,Chocolate Labrador Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24691,Pomeranian,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24692,Pomeranian,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24693,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24694,Shih Tzu,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24695,Yorkshire Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24696,Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24697,American Staffordshire Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24698,American Staffordshire Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24699,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24700,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24701,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24702,American Staffordshire Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24703,Beagle,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24704,Labrador Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24705,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24706,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24707,Rottweiler,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24708,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24709,American Bulldog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24710,German Shepherd Dog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24711,Beagle,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24712,Poodle,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24713,Labrador Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24714,Rat Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24715,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24716,Staffordshire Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24717,Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24718,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24719,Labrador Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24720,Poodle,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24721,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24722,Rhodesian Ridgeback,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24723,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24724,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24725,Dachshund,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24726,Bloodhound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24727,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24728,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24729,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24730,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24731,Shepherd,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24732,Hound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24733,Catahoula Leopard Dog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24734,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24735,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24736,Shepherd,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24737,Shepherd,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24738,Shepherd,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24739,Labrador Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24740,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24741,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24742,Catahoula Leopard Dog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24743,Parson Russell Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24744,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24745,Labrador Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24746,Plott Hound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24747,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24748,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24749,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24750,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24751,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24752,Catahoula Leopard Dog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24753,Shepherd,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24754,Beagle,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24755,Treeing Walker Coonhound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24756,Dachshund,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24757,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24758,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24759,Greyhound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24760,Beagle,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24761,Pointer,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24762,Poodle,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24763,Dachshund,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24764,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24765,Cairn Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24766,Dachshund,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24767,American Staffordshire Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24768,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24769,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24770,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24771,Dachshund,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24772,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24773,Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24774,Labrador Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24775,Beagle,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24776,Shih Tzu,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24777,Foxhound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24778,Basset Hound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24779,Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24780,Black Labrador Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24781,Australian Shepherd,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24782,Labrador Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24783,Dachshund,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24784,American Bulldog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24785,Boxer,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24786,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24787,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24788,Australian Shepherd,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24789,Great Dane,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24790,Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24791,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24792,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24793,Jack Russell Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24794,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24795,Great Dane,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24796,American Bulldog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24797,Shepherd,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24798,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24799,American Bulldog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24800,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24801,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24802,Australian Shepherd,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24803,American Staffordshire Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24804,Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24805,Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24806,Australian Shepherd,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24807,Boxer,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24808,German Shepherd Dog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24809,Jack Russell Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24810,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24811,English Bulldog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24812,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24813,Labrador Retriever,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24814,Beagle,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24815,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24816,American Staffordshire Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24817,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24818,Australian Cattle Dog / Blue Heeler,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24819,Hound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24820,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24821,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24822,Black and Tan Coonhound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24823,Shepherd,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24824,American Staffordshire Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24825,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24826,Hound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24827,Mixed Breed,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24828,Chihuahua,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24829,Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24830,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24831,Dachshund,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24832,Greyhound,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24833,Pit Bull Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24834,Border Collie,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24835,Shepherd,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24836,American Staffordshire Terrier,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
24837,American Bulldog,Dog,FL,Florida,Florida,79,135,42.8,64.4,39.8
