,breed,type.x,contact_state,State_Full,state,# of non-kill shelters,# of shelters, % big dog friendly rentals, %small dog friendly rentals,% dog owners
317,Labrador Retriever,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
318,Border Collie,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
319,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
320,German Shepherd Dog,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
321,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
322,Cairn Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
323,Siberian Husky,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
324,German Shepherd Dog,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
325,Jack Russell Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
326,Miniature Pinscher,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
327,Miniature Pinscher,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
328,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
329,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
330,German Shepherd Dog,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
331,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
332,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
333,Italian Greyhound,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
334,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
335,Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
336,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
337,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
338,German Shepherd Dog,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
339,Pointer,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
340,Mixed Breed,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
341,Shar-Pei,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
342,Shepherd,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
343,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
344,Dachshund,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
345,Pointer,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
346,Mixed Breed,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
347,Poodle,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
348,Yorkshire Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
349,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
350,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
351,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
352,Husky,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
353,American Staffordshire Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
354,American Staffordshire Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
355,American Staffordshire Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
356,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
357,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
358,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
359,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
360,Beagle,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
361,German Shepherd Dog,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
362,Labrador Retriever,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
363,Beagle,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
364,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
365,Boxer,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
366,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
367,Mixed Breed,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
368,American Bulldog,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
369,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
370,Labrador Retriever,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
371,Boxer,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
372,English Bulldog,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
373,Husky,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
374,Cairn Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
375,German Shepherd Dog,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
376,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
377,Pug,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
378,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
379,Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
380,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
381,Retriever,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
382,Staffordshire Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
383,Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
384,Rat Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
385,Dachshund,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
386,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
387,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
388,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
389,Treeing Walker Coonhound,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
390,Dachshund,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
391,Xoloitzcuintli / Mexican Hairless,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
392,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
393,Miniature Pinscher,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
394,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
395,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
396,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
397,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
398,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
399,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
400,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
401,Saint Bernard,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
402,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
403,Labrador Retriever,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
404,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
405,Beagle,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
406,Australian Shepherd,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
407,Rottweiler,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
408,Rottweiler,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
409,Hound,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
410,Dachshund,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
411,English Springer Spaniel,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
412,Cattle Dog,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
413,Beagle,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
414,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
415,Japanese Chin,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
416,Beagle,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
417,Whippet,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
418,Miniature Pinscher,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
419,Beagle,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
420,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
421,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
422,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
423,Labrador Retriever,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
424,Saint Bernard,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
425,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
426,Shepherd,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
427,American Bulldog,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
428,Beagle,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
429,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
430,Dogo Argentino,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
431,German Shepherd Dog,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
432,Yorkshire Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
433,Beagle,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
434,Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
435,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
436,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
437,German Shepherd Dog,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
438,Doberman Pinscher,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
439,Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
440,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
441,Mixed Breed,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
442,Catahoula Leopard Dog,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
443,Hound,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
444,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
445,Foxhound,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
446,English Springer Spaniel,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
447,Boxer,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
448,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
449,Mixed Breed,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
450,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
451,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
452,Staffordshire Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
453,Labrador Retriever,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
454,Pit Bull Terrier,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
455,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
456,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
457,Border Collie,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
458,Rottweiler,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
459,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
460,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
461,Mastiff,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
462,Labrador Retriever,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
463,Boxer,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
464,German Shepherd Dog,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
465,German Shepherd Dog,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
466,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
467,Shepherd,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
468,Labrador Retriever,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
469,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
470,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
471,Labrador Retriever,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
472,Labrador Retriever,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
473,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
474,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
475,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
476,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
477,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
478,Labrador Retriever,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
479,Chow Chow,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
480,American Bulldog,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
481,American Bulldog,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
482,Hound,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
483,Shepherd,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
484,Labrador Retriever,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
485,Hound,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
486,Labrador Retriever,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
487,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
488,Boxer,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
489,Doberman Pinscher,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
490,French Bulldog,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
491,Dachshund,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
492,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
493,Dachshund,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
494,Boxer,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
495,Shar-Pei,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
496,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
497,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
498,Maltese,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
499,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
500,English Springer Spaniel,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
501,Hound,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
502,Labrador Retriever,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
503,Pit Bull Terrier,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
504,Beagle,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
505,Standard Poodle,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
506,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
507,Shepherd,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
508,Yorkshire Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
509,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
510,Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
511,Labrador Retriever,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
512,Black Labrador Retriever,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
513,American Bulldog,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
514,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
515,Cattle Dog,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
516,German Shepherd Dog,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
517,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
518,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
519,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
520,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
521,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
522,Labrador Retriever,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
523,Labrador Retriever,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
524,Shepherd,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
525,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
526,German Shepherd Dog,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
527,Labrador Retriever,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
528,American Bulldog,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
529,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
530,German Shepherd Dog,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
531,Dachshund,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
532,Dachshund,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
533,Pug,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
534,Labrador Retriever,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
535,Collie,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
536,Shepherd,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
537,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
538,Beagle,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
539,Shar-Pei,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
540,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
541,Akita,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
542,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
543,Labrador Retriever,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
544,Labrador Retriever,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
545,Mastiff,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
546,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
547,Dachshund,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
548,Italian Greyhound,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
549,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
550,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
551,Italian Greyhound,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
552,Border Collie,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
553,Beagle,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
554,Mastiff,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
555,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
556,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
557,Xoloitzcuintli / Mexican Hairless,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
558,Belgian Shepherd / Malinois,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
559,Labrador Retriever,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
560,Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
561,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
562,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
563,Yorkshire Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
564,Shih Tzu,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
565,Labrador Retriever,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
566,Dachshund,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
567,American Staffordshire Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
568,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
569,Hound,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
570,Hound,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
571,Labrador Retriever,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
572,Staffordshire Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
573,Labrador Retriever,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
574,Labrador Retriever,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
575,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
576,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
577,Chow Chow,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
578,Chow Chow,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
579,Labrador Retriever,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
580,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
581,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
582,Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
583,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
584,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
585,Cattle Dog,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
586,American Bulldog,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
587,American Bulldog,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
588,American Bulldog,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
589,Pointer,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
590,Pointer,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
591,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
592,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
593,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
594,Dogo Argentino,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
595,Labrador Retriever,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
596,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
597,Labrador Retriever,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
598,Labrador Retriever,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
599,Labrador Retriever,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
600,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
601,Labrador Retriever,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
602,Labrador Retriever,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
603,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
604,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
605,Yorkshire Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
606,Boxer,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
607,Hound,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
608,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
609,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
610,Mastiff,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
611,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
612,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
613,Pomeranian,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
614,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
615,Belgian Shepherd / Malinois,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
616,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
617,Schnauzer,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
618,Chihuahua,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
619,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
620,Maltese,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
621,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
622,Rottweiler,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
623,American Staffordshire Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
624,Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
625,American Staffordshire Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
626,Basenji,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
627,Basset Hound,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
628,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
629,Parson Russell Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
630,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
631,Mixed Breed,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
632,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
633,Jindo,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
634,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
635,Pit Bull Terrier,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
636,Chihuahua,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
637,Labrador Retriever,Dog,AZ,Arizona,Arizona,37,62,48.1,70.5,43
638,German Shepherd Dog,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
639,American Bulldog,Dog,NV,Nevada,Nevada,23,29,44.7,66.6,36.8
